,HD-OKÊ!!,
Bruno & Marrone,7120,ENTÃO PODE IR
Bruno & Marrone,30515,ESQUECI
Bruno & Marrone,33194,EU QUERO TER VOCÊ PRA MIM
Bruno & Marrone,15109,FAVO DE MEL
Bruno & Marrone,7368,FRUTO ESPECIAL
Bruno & Marrone,30334,GOIÁS É MAIS
Bruno & Marrone,30335,HOMEM DO MEU TEMPO
Bruno & Marrone,6856,INEVITÁVEL
Bruno & Marrone,15232,JÁ NAO SEI MAIS NADA
Bruno & Marrone,30342,JURAS DE AMOR
Bruno & Marrone,1456,LÁGRIMAS E VINHO
Bruno & Marrone,7998,MARIANNE
Bruno & Marrone,6541,MENINA
Bruno & Marrone,30358,MEU PRESENTE É VOCÊ
Bruno & Marrone,30366,NA CONTA DA LOUCURA
Bruno & Marrone,9848,NAO FAZ MAIS ISSO COMIGO
Bruno & Marrone,1172,NAO TENTE ME IMPEDIR
Bruno & Marrone,30376,NOVA FLOR
Bruno & Marrone,30377,O AMOR ESTÁ AQUI
Bruno & Marrone,30382,O REBOLADO DA MORENA
